Caracteristica: color_pelo -  - Cantidad de Heroes - 1
Caracteristica: color_pelo - Red / Orange - Cantidad de Heroes - 1
Caracteristica: color_pelo - Blond - Cantidad de Heroes - 4
Caracteristica: color_pelo - Black - Cantidad de Heroes - 6
Caracteristica: color_pelo - Green - Cantidad de Heroes - 1
Caracteristica: color_pelo - Brown - Cantidad de Heroes - 2
Caracteristica: color_pelo - Yellow - Cantidad de Heroes - 1
Caracteristica: color_pelo - Brown / White - Cantidad de Heroes - 1
Caracteristica: color_pelo - White - Cantidad de Heroes - 1
Caracteristica: color_pelo - Auburn - Cantidad de Heroes - 1
Caracteristica: color_pelo - Red - Cantidad de Heroes - 1
Caracteristica: color_pelo - No Hair - Cantidad de Heroes - 4
